rank,clade,n,intra_avg_euclidean,intra_median_euclidean,intra_std_euclidean,intra_min_euclidean,intra_max_euclidean,intra_avg_shared_proteins,intra_median_shared_proteins,intra_std_shared_proteins,intra_min_shared_proteins,intra_max_shared_proteins
Subfamily,Gordonclarkvirinae,21,8.507075542110455,8.48528137423857,1.0784243386345962,5.656854249492381,10.954451150103322,0.5261922783066714,0.5139365079365079,0.09171556192042585,0.31818181818181823,0.7636363636363637
Subfamily,Denniswatsonvirinae_2,3,3.1596341501745933,3.1622776601683795,0.12927504419058267,3.0,3.3166247903554,0.5484126984126985,0.55,0.019472768486325846,0.5238095238095238,0.5714285714285714
Subfamily,Jasinskavirinae,15,8.17686880503915,8.48528137423857,1.20149009564771,3.1622776601683795,10.0,0.6604574624847351,0.6464646464646464,0.07862130203086926,0.5346534653465347,0.945054945054945
Subfamily,Bastillevirinae_1,14,12.96903753878646,13.076696830622021,1.5448245531338731,5.656854249492381,15.7797338380595,0.33150387346084387,0.3110047846889952,0.08335484272389398,0.2290748898678414,0.7987012987012987
Subfamily,Twortvirinae,35,11.741952188278193,11.789826122551595,3.05559206076374,1.4142135623730951,16.911534525287763,0.49208663958486704,0.4755555555555555,0.22485668745268617,0.2202643171806168,0.9898477157360406
Subfamily,Bastillevirinae_3,9,12.27347806751669,12.825622030764414,1.7874757227778277,6.708203932499369,15.165750888103101,0.43595579817319674,0.42386605783866055,0.11504420753457151,0.2804878048780488,0.7640449438202247
Subfamily,Bastillevirinae_4,6,11.717343919884824,12.206555615733702,1.2263162166171009,8.94427190999916,12.922847983320086,0.49248149578015904,0.4595744680851064,0.07818902547359811,0.40441176470588236,0.6532258064516129
Subfamily,Bastillevirinae_2,11,14.068333491793853,14.696938456699069,2.6509332902066522,8.12403840463596,17.349351572897472,0.38919769018942263,0.2755102040816326,0.1561536242474137,0.2282282282282282,0.7341269841269842
Subfamily,Brockvirinae_1,6,11.572464070996084,12.727922061357855,2.0521716933137046,8.12403840463596,13.820274961085254,0.39808039055435407,0.3014354066985646,0.13864783574899536,0.26521739130434785,0.6176470588235294
Subfamily,Spounavirinae,5,11.136072812013703,11.976074312317758,2.188123014258846,7.745966692414834,13.711309200802088,0.39004985586890817,0.28329627982807176,0.17058630280071582,0.24607329842931935,0.7364341085271318
Subfamily,Coarsevirinae,4,5.926679466312382,5.999421156698918,0.4558550613128247,5.0,6.48074069840786,0.37785103091155947,0.36627450980392157,0.05460359756367701,0.2962962962962963,0.4782608695652174
Subfamily,Crudevirinae,14,6.7113751114414315,6.708203932499369,0.6300829731749165,4.69041575982343,8.0,0.34289121979789633,0.328125,0.07182436892834648,0.21739130434782605,0.5961538461538461
